Sentence,Label
Iger had postponed his retirement as CEO three times already.,1
"Chapek was already reporting to Iger, the board's chairman, anyway.",1
"Three days after Smith's story was published, Disney accelerated its timeline and named Chapek to its board.",1
"Bob Iger poses with Mickey Mouse attends Mickey's 90th Spectacular at The Shrine Auditorium on October 6, 2018 in Los Angeles.",1
"Since that incident, Iger and Chapek haven't been able to mend their relationship, according to about a dozen people familiar with the matter who spoke with CNBC for this story.",1
"In the months that followed, Chapek began making key decisions about Disney's future — including a dramatic reorganization of the company and outing actress Scarlett Johansson's salary following a dispute over her Marvel movie ""Black Widow"" — without Iger's input.",1
"Internal messages about business strategy from both men would sometimes conflict, as it became clear the executives weren't speaking with one voice, several people noted.",1
"While much of the public narrative has centered around Iger's ""long goodbye"" — he departed as chairman in January — Chapek, 61, has actually been firmly in control of Disney for more than 18 months.",1
Normal times would have allowed Iger and Chapek to work more closely.,1
"Instead, the two executives barely spoke to each other.",1
"Chapek has a small circle of close confidants with whom he makes major decisions — longtime right-hand man Kareem Daniel, chief of staff Arthur Bochner, and, to some degree, Chief Financial Officer Christine McCarthy, whom Iger promoted to the role in 2015, according to people familiar with the matter.",1
Iger hasn't been part of that circle.,1
"Late last year, just weeks before his departure as executive chairman, Iger threw himself a going-away party, inviting more than 50 people at his house in Brentwood, a suburban Los Angeles neighborhood.",1
"Chapek attended, but there was little interaction between the two men, according to people who attended the party.",1
"Guests — including veteran Disney executives and on-camera talent, such as broadcasters Robin Roberts, David Muir and Al Michaels — sat at two long tables at Iger's house.",1
Iger and Chapek sat at opposite tables.,1
"Chapek sat near several of his direct reports, including Daniel.",1
Iger sat next to film director and mogul Steven Spielberg.,1
"While Iger spent about 10 minutes publicly praising former colleagues, he barely mentioned Chapek, said the people.",1
Both Iger and Chapek declined to comment on their relationship with each other.,1
He also hasn't been able to benefit from the myriad relationships Iger developed from decades at Disney.,1
"Anyone succeeding Iger, who had been Disney's CEO since 2005, was going to have a difficult time filling his shoes.",1
"Iger, 71, has even flirted with running for president of the United States.",1
"Chapek, meanwhile, has a harder exterior and at times, according to colleagues, struggles with emotional intelligence — which happens to be Iger's strength.",1
"Bob Chapek, left, and Bob Iger.",1
This was Disney's second major reorganization in less than three years.,1
"The key part of the announcement was the following: ""The new Media and Entertainment Distribution group will be responsible for all monetization of content —both distribution and ad sales — and will oversee operations of the Company's streaming services.",1
"It will also have sole P&L accountability for Disney's media and entertainment businesses.""",1
Those two sentences upended how Disney has done business for decades.,1
"The change gave Daniel, the leader of the new Media and Entertainment Distribution group, called DMED internally, one of the most important jobs in the history of media.",1
"The decision was instantly polarizing, leading to a burst of internal frustration among some veteran Disney employees who no longer controlled the budgets of their divisions, according to people familiar with the matter.",1
Chapek wants to streamline Disney so content decisions across distribution platforms can be made in synchrony.,1
"Instead of division heads running their own fiefdoms, Chapek and Daniel can steer Disney by controlling the budgets of each group and deciding where content ends up — streaming or cable or broadcast or movie theaters.",1
"Executives can then focus on making content, or selling ads, or building streaming technology, with direction from Chapek and Daniel.",1
"Historically, the heads of Disney TV or ESPN or Hulu or film would run their entire businesses.",1
"Conceptually, Chapek's idea actually isn't all that different from what Iger had begun to put in place with the organization of Disney+.",1
"In early 2018, Iger met with Robert Kyncl, chief business officer at Google's YouTube, according to people familiar with the meeting.",1
"Before Google, Kyncl had worked for seven years at Netflix, overseeing content partnerships.",1
Google separated its content and distribution divisions.,1
"The same roles didn't live within smaller groups, the way Disney had been structured for years.",1
Kyncl declined to comment to CNBC about the meeting.,1
"If Disney wanted investors to see its burgeoning streaming service as the growth engine in a digital-first world, Iger realized he needed to centralize power around Disney+.",1
"According to two people familiar with the meeting, Iger urgently asked then-Disney head of strategy Kevin Mayer to return from the Consumer Electronics Show in Las Vegas so Iger could show him a new organizational structure, which he drew on a whiteboard in front of Mayer.",1
"Mayer would become the head of Disney's new direct-to-consumer unit, in charge of the company's streaming platforms: Disney+, Hulu and ESPN+.",1
Disney officially reorganized in March 2018.,1
Power struggles followed.,1
Mayer and Disney TV studio head Peter Rice fought about who had the authority to decide which shows aired on Disney+.,1
Rice feared losing greenlight power would affect Disney's relationship with Hollywood.,1
Mayer won the main argument — he would have greenlight power for Disney+.,1
"Mayer left Disney in 2020 to become TikTok's CEO, months after Iger chose Chapek as CEO.",1
Mayer and Rice declined to comment for this story.,1
"While Chapek didn't consult Iger about his October 2020 reorganization, he did cite many of the same principles that Kyncl and Iger discussed in 2018.",1
"""Managing content creation distinct from distribution will allow us to be more effective and nimble in making the content consumers want most, delivered in the way they prefer to consume it,"" Chapek said in a statement announcing the changes.",1
"When he became CEO, Chapek went on a listening tour of executives to find out what was working and what wasn't.",1
Chapek decided to reverse Iger's decision to have greenlighting authority rest with the head of the streaming services.,1
"He gave that power back to content heads, who have more money than ever before to make programming — Disney plans to spend a record $33 billion on content for fiscal 2022.",1
"But with Daniel getting P&L control, long-term Disney executives also lost the ability to run the businesses of their own divisions.",1
"Kelly Campbell's decision to leave her job running Hulu to lead NBCUniversal's Peacock in October was at least partially motivated by her desire to have more control over a business than what Disney allowed her, according to a person familiar with her thinking.",1
Campbell declined to comment for this story.,1
"One film executive told CNBC that Disney operated smoothly when Alan Bergman, chairman of Disney Studios, and Alan Horn, former chief creative officer of Disney Studios, were in charge of the studio's P&L.",1
"Film producers knew standard facts, such as a movie's marketing budget or a film's release date.",0
"In the new world, with Daniel in charge, it's much harder to find out answers because the creative point people simply don't know, the person said.",1
Others saw Chapek's restructuring as simply pushing the envelope on a trend Iger already started —making it clear to Wall Street that streaming was the company's new priority.,1
"By putting Daniel in charge of a variety of different budgets, Chapek could more easily steer all of Disney in the same direction.",1
"This month, Disney put its new Pixar movie ""Turning Red"" directly on Disney+ instead of in theaters first.",1
"That decision would have taken ""months"" under Iger's structure, with division heads flexing their power and knowledge of the market, according to three people who participated in the discussions.",1
"Instead, the debate took weeks, with Pixar executives ultimately agreeing that the movie should go to Disney+ first, the people said.",1
"As with any corporate reorganization, the proof will be in the results.",1
"Disney has a target of 230 million to 260 million global Disney+ subscribers by the end of 2024, compared with about 130 million Disney+ subscribers today.",1
"If Disney can get there, Chapek and Daniel can claim success — assuming they also revive the company's shares, which have fallen about 30% in the past 52 weeks, even as crowds have returned to Disney's theme parks around the world.",1
Disney routinely outspends all other global companies by billions of dollars a year on entertainment content.,0
The former CEO felt stripping division heads of their budget control wasn't the right structure for Disney because the company was too diverse and complex.,1
"He's demanding of his direct reports and holds them accountable, the people said.",1
"Daniel is Black, an extreme rarity among the primary leaders of global media companies.",1
He's the first Black senior executive ever to report directly to the Disney CEO in the history of the company.,1
"That carries weight with certain employees, who respect the symbolism of a minority leader in such a high-profile role.",1
"He's been close to Chapek for two decades, first working for him as an MBA intern in 2002.",1
"When Daniel moved to corporate strategy, he again worked with Chapek on a variety of projects in 2007 and 2008.",1
"He worked under Chapek in distribution for Walt Disney Studios in 2009, when he was part of the M&A team that bought Marvel Entertainment, before following him to consumer products in 2011.",1
"Chapek was particularly impressed with Daniel's consumer focus when the two worked together to shorten the theatrical window from four months to three months at the end of 2009, according to a person familiar with the matter.",1
But some of the same people who note Daniel's strengths also told CNBC the job may be too big for him — or almost anyone.,1
"""He arguably has the most important job at Walt Disney, outside of CEO, and he has almost no experience running any of these businesses that were previously run by people that had decades of experience,"" said one former coworker.",1
"Chapek disagrees with that assessment, according to a person familiar with his thinking.",1
"He understands the job is massive in scope but feels that Daniel is suited to handle it given his varied experiences at Disney, including as president of consumer products, games and publishing, and president of operations at Walt Disney Imagineering.",1
"Since his promotion announcement in October 2020, Daniel hasn't done any published or televised interviews.",1
He declined to comment for this story.,1
"Ideally, Chapek would like consumers to experience a more unified digital Disney experience, whether it's logging into Disney+ or buying merchandise from the online Disney store or managing theme park experiences with Disney's Genie service, which is a kind of digital concierge.",1
"ATLANTA, Oct. 20, 2015 ­/PRNewswire/ -- Southern Company Chief Financial Officer Art P. Beattie announced that Daniel S. Tucker has been elected treasurer of Southern Company.",1
"Currently serving as senior vice president of finance, Tucker recently assumed responsibility for the treasury, trust finance, enterprise risk management and insurance functions, in addition to his previous responsibilities for investor relations and financial planning.",1
"He moved to Southern Company Services' finance organization in 2000 as a team leader in financial planning and was later named manager and, subsequently, director of financial planning.",1
"In 2012, he was named vice president of investor relations and financial planning.",1
Tucker earned a bachelor's degree from Kennesaw State University with a double major in accounting and finance.,1
"A leading U.S. producer of clean, safe, reliable and affordable electricity, Southern Company owns electric utilities in four states and a growing competitive generation company, as well as fiber optics and wireless communications.",0
"The company earned the 2014 National Award of Nuclear Science and History from the National Atomic Museum Foundation for its leadership and commitment to nuclear development, and is continually ranked among the top utilities in Fortune's annual World's Most Admired Electric and Gas Utility rankings.",0
"Craig White, Chief Operating Officer, has been promoted to Chief Executive Officer and President of the Company.",1
"All changes became effective on July 13, 2021.",1
Craig White has also been appointed and unanimously approved to the Company’s Board of Directors.,1
"Effective July 13, 2021, Randall White will serve as Executive Chairman, and in that capacity will remain active to inform the Board of Directors on the Company’s performance, continue mentoring key executives, and serve as an advisor to the day-to-day and strategic operations of the Company.",1
"On behalf of myself and the Board of Directors, we are pleased to appoint Craig White as new President and Chief Executive Officer of EDC.",1
"Craig has served alongside me at EDC for over 30 years and his experience and accomplishments have prepared him for this exact opportunity,” said Randall White.",1
"“I am confident that Craig, along with all the members of our team, will continue to position EDC for growth while focusing on driving shareholder value for decades to come.",1
"Having served over 35 years as President and CEO, I feel this is the right time for a leadership transition.",1
I remain confident and vested in the long-term success of the Company by continuing as Chairman of the Board and remaining the largest individual shareholder.,0
"It has truly been my honor and a privilege to serve our salesforce, our employees and our shareholders,” concluded Randall White.",1
"Craig White commented, “I am extremely proud of the opportunity to continue to build on the legacy that Randall has created at EDC.",1
"I have spent most of my life seeing the difference our Company makes in the lives of so many through our literacy mission, and it is my distinct privilege to be able to lead us into the future.",1
"Randall has served as a mentor to me, and I look forward to him continuing to serve in his new role as Executive Chairman.",1
The Company’s guiding principles of fiscal conservatism and value creation remain unchanged.,0
Craig most recently served as Chief Operating Officer since August of 2018.,1
"Previously, Craig led the Company’s IT team building proprietary software systems and has overseen several software upgrades and implementations.",1
"WILLIAMSVILLE, N.Y., April 03, 2019 (GLOBE NEWSWIRE) -- Today, National Fuel Gas Company (""National Fuel"" or the ""Company"") (NYSE: NFG) announced that Ronald J. Tanski, President and Chief Executive Officer of National Fuel Gas Company, has indicated his intention to retire, effective July 1, 2019, after more than 40 years of service.",1
"The Company also announced that Tanski would be succeeded by David P. Bauer, a member of National Fuel’s executive team since 2004.",1
"""I am pleased with National Fuel’s performance and prospects, and this shift in leadership is the culmination of many years of preparation,"" said Tanski.",1
He has been responsible for carrying out the Company’s financial strategy and has played a leading role in maintaining the Company’s fiscal strength and stability.,0
"As President of National Fuel Gas Supply Corporation since 2016, Bauer has overseen the Company’s pipeline and storage operations and key interstate infrastructure modernization and expansion projects.",1
"After more than 10 years at PricewaterhouseCoopers LLP and its predecessor, Bauer joined National Fuel in 2001.",1
"“During his tenure as President and CEO, Ron has continued our legacy of tremendous leadership, long-term focus, deliberate decision making, and financial discipline, resulting in ongoing growth and value for the Company and benefits for shareholders.",0
"We are fortunate to have a talent of Dave Bauer’s caliber as Ron’s successor, and the board and I look forward to continued success with Dave at the helm of our experienced executive team.”",1
"BOCA RATON, Florida, July 13, 2022 - PRESS RELEASE - Jushi Holdings Inc., a vertically integrated, multi-state cannabis operator, announced that Ed Kremer has resigned from his position as chief financial officer to accept a role at a competing large cannabis multi-state operator.",1
Kremer’s resignation took effect July 12.,1
"Kremer is party to an employment agreement with Jushi, which, among other things, prohibits him from working for a competitor for a 12-month period.",1
"The company announced that President and Founder, Jon Barack, will assume the additional role of interim chief financial officer with immediate effect.",1
Jushi also announced that James Cabral has been promoted to chief accounting executive.,1
Cabral joined Jushi in July 2021 as the senior vice president of finance.,1
"“Over the past year, we have made tremendous progress upgrading our talent and building out our bench strength across our finance and accounting departments,” said Jim Cacioppo, Jushi CEO, founder and chairman.",1
"ST. LOUIS, March 22, 2022 /PRNewswire/ -- Centene Corporation (NYSE: CNC) announced today that Sarah London, Vice Chairman of Centene, has been appointed Chief Executive Officer, effective immediately, succeeding Michael Neidorff.",1
Mr. Neidorff remains on a previously announced medical leave of absence from his position on the Board of the Company.,1
Ms. London has spent her career at the forefront of innovation in healthcare.,1
"Prior to her appointment as CEO, Ms. London served as Vice Chairman of the Centene Board of Directors.",1
"In her management role, Ms. London led the Company's technology and digital strategy in addition to running the Health Care Enterprises and Specialty divisions, Corporate Strategy, Quality Operations, Internal Audit, Compliance and Risk Management.",1
"Since Mr. Neidorff began a medical leave of absence in February 2022, she has been a member of the Office of the Chairman charged with running the day-to-day management of the Company.",1
"""I am delighted that the Board has appointed Sarah as CEO.",1
"Her strategic thinking, fresh perspective and diverse experience make her the natural leader to harness the potential of Centene,"" said James Dallas, Acting Chairman of Centene.",1
"""Sarah has infused an innovative mindset across the enterprise in her relentless effort to improve Centene's capabilities to provide the highest quality of care for our members.",1
"The Board and I are confident that she is the right visionary leader to increase value for our shareholders and author the next chapter of Centene's growth.""",1
"""I am honored and humbled to have been selected as the next CEO of Centene and to work alongside extraordinary colleagues to provide quality healthcare to over 26 million Americans,"" said Ms. London.",1
"We have a unique opportunity to empower our members, providers, and their communities in this transformation.",1
"""I also want to thank Michael Neidorff, Centene's visionary leader for more than 25 years.",1
"Michael built one of the great success stories in American business, and his commitment to providing affordable, high-quality healthcare to our fellow citizens will remain a bedrock of this Company going forward,"" said Ms. London.",0
"Brent Layton, President and Chief Operating Officer of Centene, stated, ""Sarah brings a tremendous skillset to the leadership of Centene Corporation, and I'm excited to partner closely with her as Centene begins our journey into the next era of our history.""",1
"Drew Asher, Centene's Chief Financial Officer, said, ""Sarah brings a modern vision to the helm of one of this country's most important healthcare companies.",1
"I'm thrilled to be part of this management team, and I firmly believe in the potential of this Company to continue its remarkable history of accomplishment within the healthcare industry.""",1
"Prior to her appointment as CEO, Ms. London served as Vice Chairman of the Company, and in her management role was responsible for a portfolio of companies independent of Centene's health plans, designing differentiated platform capabilities, and delivering industry-leading products and services to third-party customers.",1
"Ms. London previously served as the Company's Senior Vice President of Technology Innovation and Modernization, responsible for enterprise-wide technology strategy and execution with a focus on next-generation products and services.",1
"Before joining Centene in 2020, Ms. London was a Partner at Optum Ventures, the venture capital arm of UnitedHealth Group.",1
"Prior to Optum Ventures, Ms. London served as Chief Product Officer for Optum Analytics, the business unit responsible for driving strategy and commercialization of Optum's integrated data and analytics solutions into the provider, payer and life sciences markets.",1
"Ms. London previously served as Vice President of Client Services & Operations with Humedica, a venture-backed healthcare data and analytics company acquired by Optum in 2013.",1
"Prior to joining Humedica, Ms. London was part of the team that launched Accretive Health's Quality & Total Cost of Care business, providing end-to-end population health strategy and operational consulting to leading medical centers around the country.",1
"Ms. London began her healthcare career at Health Leads, a nationally-recognized social enterprise that partners with healthcare organizations to address social determinants of health by connecting patients to the community-based resources needed to support high-quality, cost-effective health outcomes.",1
Ms. London received an M.B.A. with High Honors from the University of Chicago Booth School of Business and a B.A.,1
"Financial and other information about Centene is routinely posted and is accessible on Centene's investor relations website, https://investors.centene.com/.",0
This list of important factors is not intended to be exhaustive.,0
"In the effort to fend off radical restructuring, Pacific Gas & Electric Co. put in place a chief executive officer who was the highest paid federal employee in the nation, and new members of its board of directors who will put profits over the interests of the people.",1
It must fundamentally reform and put the health and safety of Californians first.,1
"First, PG&E’s leadership needs to rebuild trust with taxpayers, ratepayers and shareholders.",1
PG&E needs to welcome radical–and sometimes ugly–transparency.,1
PG&E’s leadership must do everything in its power to prevent the next fire and the loss of life and property associated with it.,1
Trees and vegetation need to come down now.,1
Gov.,1
Gavin Newsom may need to declare a state of emergency that will allow PG&E and local governments to access state resources to get the job done before the next Camp Fire breaks out.,1
California bears some responsibility.,1
A weak-kneed California Public Utilities Commission allowed PG&E to operate as it did.,0
New management must commit to changing the culture of the organization.,1
"PG&E today is a lumbering bureaucracy, where change is difficult and new ideas are often punished.",1
No more luxury hotels stays and lavish expense accounts.,1
Slap a moratorium on campaign donations.,1
"Longer-term, PG&E must commit to a full-fledged modernization effort.",1
"The company is headquartered in San Francisco, near the heart of Silicon Valley, and yet it appears to be immune to innovation.",0
"The utility must look to the best practices of its peers, and embrace transformative technologies, a commitment to renewable power, and addressing global warming.",1
"It must commit to a process of transformation that will change it into the most innovate utility in the world, from being the poster child for what not to do.",1
PG&E’s management change represents a missed opportunity that should make us all concerned.,1
"DENVER, June 6, 2022 /PRNewswire/ - BellRock Brands Inc. (""BellRock"" or the ""Company"") (CNSX: BRCK.U), an industry-leading cannabis multi-state house of brands announced today several key changes to management.",1
"BellRock announced that Kavi Bhai, BellRock's Chief Financial Officer, is leaving the company.",1
He has agreed to provide consulting services to the Company during the next few months to ensure a smooth transition for his replacement.,1
"As a result of the change, BellRock has engaged West 4th Holdings, LLC.",1
Founded by Zachary Venegas and Scott Ogur.,1
West 4th Holdings is a management consulting firm focused on improving operational productivity for small to mid-size companies.,1
"Venegas' most recent cannabis venture was his role as Founder and CEO of Helix Technologies (a SaaS/Reg Tech platform that addressed asset protection and compliance in the cannabis market), which he successfully exited to Forian (NASDAQ: FORA).",1
Scott Ogur has been appointed as the Interim Chief Financial Officer effective immediately.,1
"He has streamlined operations, grown, and successfully exited numerous ventures, including a recent tenure as a director and CFO of Helix Technologies.",1
"In prior years, he served as Managing Director of Spruce Investment Advisors, CFO and Chief Investment Officer of Scimitar, and Vice President at JP Morgan Private Bank.",1
He started his career at Price Waterhouse as a staff auditor.,1
"""We are very excited to engage West 4th and add Scott and Zac to BellRock's management team.",1
"Scott's seasoned background in finance, operations and his knowledge of the cannabis industry will help ensure BellRock's success for the future.",1
"Appointing Scott will be an integral part to accomplishing this,"" said Brian Jansen, BellRock's President and CEO.",1
"""In addition, the experiences and guidance of Zac will expedite BellRock's path to free cash flow positive.""",1
"The BellRock manufacturing and distribution footprint continues to expand and currently spans nine states, and the Company owns or manages production facilities in its largest markets.",0
"Forward-looking statements may relate to future financial conditions, results of operations, plans, objectives, performance or business developments.",1
"The forward-looking statements contained herein are based on certain key expectations and assumptions, including the Company's ability to transition to new senior leadership without any material adverse change to the Company's operations or business.",1
"Since forward-looking statements address future events and conditions, by their very nature they involve inherent risks and uncertainties.",1
"HOUSTON--(BUSINESS WIRE)--Ranger Energy Services, Inc. (NYSE:RNGR) (the ""Company"") today announced that Robert S. Shaw Jr., the Company’s Chief Financial Officer (""CFO""), has resigned effective immediately to pursue other opportunities.",1
"Brandon Blossman, currently the Company's Vice President of Mergers & Acquisitions, Financial Planning and Analysis, will assume the role of CFO.",1
Mr. Blossman joined our Company earlier this year as part of the financial leadership team.,1
"""On behalf of the Company's Board of Directors and our Ranger family, I thank Rob for his contributions as our Chief Financial Officer over the last year.",1
"During his tenure, we completed our successful initial public offering, expanded our fleet through the acquisition of assets from an affiliate of Energy Service Company of Bowie, Inc., and integrated our legacy companies’ various financial systems and processes,"" said Darron Anderson, President and Chief Executive Officer and member of Ranger's Board of Directors.",1
"""We wish him the very best in his future endeavors.""",1
"TORONTO, June 09, 2022 (GLOBE NEWSWIRE) -- iSIGN Media Solutions Inc. (“iSIGN” or “Company”) (TSX-V: ISD) (OTC: ISDSF), a leading provider of interactive mobile proximity marketing and public security alert solutions announced that Mr. Alex Romanov is stepping back from his appointment as the Interim Chief Executive Officer effective immediately.",1
Mr. Romanov will continue as a Director and will be focusing strictly on Board activities and raising the targeted $1.5 million for the Company.,1
"The Board of Directors has appointed Mr. Remko Noteboom, currently one of iSIGN’s Directors, as iSIGN’s interim Chief Executive Officer.",1
"Mr. Noteboom will be responsible ultimately for all aspects of the Company, including sales and technology development and advancement, the latter in conjunction with our technology department, headed by Mr. Mario Salerno.",1
before founding Southpaw Technology Inc with Gary Mundell in 2005.,1
Mr. Noteboom will be leading the Company’s completion of its second phase of technology acquisition and to introduce our technology to all market segments to grow and expand our client base and revenues.,1
"“With the expansion of our technology products now and in the near future, it became apparent to me that iSIGN requires a Chief Executive Officer whose background is more technical than sales,” stated Mr. Romanov.",1
"Conceived as a contact tracing platform, the overall platform enables the monitoring of the movement, congregation behaviors, and general movements of individuals within a monitored space, while maintaining connectivity and compliance with all public privacy policies.",0
"MELVILLE, N.Y. and DAVIDSON, N.C., Oct. 6, 2021 /PRNewswire/ -- MSC Industrial Supply Co. (NYSE: MSM), a premier distributor of Metalworking and Maintenance, Repair and Operations (MRO) products and services to industrial customers throughout North America, today announced that Edward Martin, Senior Vice President of Sales & Customer Success, has departed the company.",1
Kim Shacklett will assume the role of Interim Vice President of Sales & Customer Success.,1
"Shacklett joined MSC in 2006 as part of its acquisition of J&L Industrial Supply, where she previously spent 15 years.",1
"Most recently, she led the digital transformation of Customer Care, overseeing the deployment of technologies to enhance the customer experience through omnichannel capabilities while driving productivity and reducing costs.",1
"MSC President and CEO Erik Gershwind said, ""I thank Eddie for laying the foundation for market share capture and improved execution.",1
"Kim is known for her authenticity, energy and unwavering demonstration of the values upon which our company was founded.",0
I am excited that Kim will take the reins to head our sales efforts.,1
"She is the right person to build upon the growing momentum and market share capture we see in the business as we execute our Mission Critical transformation.""",1
Forward-looking statements involve risks and uncertainties that could cause actual results to differ materially from those anticipated by these forward-looking statements.,1
Ad hoc announcement pursuant to Art.,0
ObsEva has retained an executive search firm to assist the Company’s Board of Directors with identifying a new Chief Financial Officer.,1
"“On behalf of the Board of Directors and Executive team, I would like to thank Dave for his contributions to the Company over the past year and wish him all the best for the future, “said Brian O’Callaghan, CEO of ObsEva.",1
"BEIJING, July 18, 2022 /PRNewswire/ -- Quhuo Limited (NASDAQ: QH) (""Quhuo"" or the ""Company""), a leading tech-enabled workforce operational solution platform in China, today announced that Ms. Wenting Ji, the Company's director and chief financial officer, informed the Company of her intention to resign from her positions as a director and the chief financial officer due to personal reasons.",1
"The resignation of Ms. Wenting Ji will become effective on July 18, 2022.",1
"The board of directors of the Company (the ""Board"") has appointed Mr. Zhen Ba, co-founder, director and vice president as the chief financial officer, effective on July 18, 2022.",1
"Mr. Ba's responsibilities at Quhuo will include corporate finance, tax, funding, reporting directly to Mr. Leslie Yu, Chairman and Chief Executive Officer of Quhuo.",1
"He has been serving as the vice president of Quhuo since 2016, responsible for the business development of the Company's core clients and expanding the business territory of Quhuo.",1
"Before that, Mr. Ba served as the chief financial officer of Quhuo from 2012 to 2015.",1
