Sentence,Label
"At the pre-institution stage, attempting to predict the timing of a district court’s future trial date is very speculative, often little more than an educated and partially informed guess about events more than a year in the future.",1
"O'Sullivan told Newsweek that Kytch, which is shorthand for ""kitchen,"" and Taylor had a relationship that went back 10 years.",0
"The $280 billion closed-end fund market is dominated by Nuveen, BlackRock and other investment firms, who earn fees based on a fund's levered assets.",0
"If your case will be going forward in the Eastern or the Waco division of the Western District of Texas, it is important to understand upfront that there will be challenges.",1
"Today, environmental disclosures largely are pursuant to the SEC’s general principles-based disclosure framework and grounded in materiality.",0
A lawyer for Strems and the new firm said Thursday that the $1 million settlement was a pittance compared to the $65 million that Citizens had demanded early in the legal process and that it did not cover the insurer’s investigative and legal costs.,1
"Newegg, for example, became well-known for its zero-tolerance policy in the mid-2010s.",0
"In addition to the criminal charges, the United States and the State of North Dakota filed a civil complaint against Summit and a related company, Meadowlark Midstream Company LLC, alleging violations of the Clean Water Act and North Dakota water pollution control laws.",1
"28 at 8 (Sept. 14, 2020) (emphasis in original); see Brachmann, Tech Companies’ Lawsuit Against USPTO – and Small Business Inventors’ Motion to Intervene – Highlight Need to Address NHK-Fintiv Factors Via Rulemaking, IPWatchdog (Sept. 16, 202).",1
The court rejected Nuveen's argument that the U.S. Securities and Exchange Commission effectively allowed closed-end funds to adopt so-called control share provisions.,1
"The case is Stobbe v. Accellion Inc, U.S. District Court for the Northern District of California, No.",1
"Notwithstanding the lack of basis in the securities law standards, claims like AYS’s of widespread “greenwashing” in the fund industry could trigger the plaintiffs’ bar to launch a wave of costly meritless litigation and ultimately be counterproductive for the sustainable investment movement.",1
The types of representations that have been the focus of greenwashing litigation against operating companies are not the types of statements that funds historically have had a basis or reason to make.,1
"They've been asked to hand over documents, such as minutes from board meetings, personnel files, separation agreements, and more.",0
"Produced water is a waste product of oil extraction and can be toxic to plants, fish and other aquatic wildlife.",0
"Taylor Company's website says that its products include soft-serve ice cream, frozen yogurt, milkshakes, smoothies and slushies, etc.",0
The Chicago District has Area Offices in Milwaukee and Minneapolis.,0
"As reported by Bloomberg, the lawyer, Melanie Proctor, claims that her former boss, Chief Counsel Janette Wipper, was fired by the governor with no explanation.",1
"“The plaintiffs lawyers are waiting in the wings,” said Craig Marcus, a partner at law firm Ropes & Gray LLP who advises prominent public companies.",1
"Talks to renew an earlier Huawei license had broken down, and the UK court would serve as a “neutral venue” to address the dispute, InterDigital said at the time.",1
"Under the 18-month consent decree settling the suit, S&C will pay $315,000 to the estate of the former employee.",1
"See, e.g., Olkey v. Hyperion 1999 Term Tr., Inc., 98 F.3d 2, 9 (2d Cir.",1
The Maplewood-based company also announced it will now report the impact of litigation-related expenses on its performance.,1
"Spencer said he was ""disturbed and deeply troubled by the horrific events and action,"" and that he was ""evaluating all aspects of our relationship with Activision Blizzard.""",0
"Updated March 4, 2022: Posted information about a wrongful death suit.",1
The council voted unanimously in July 2021 to dissolve Buena Fire District No.,0
"In big commercial litigation finance deals, Agee said, funders often have access to non-public information that helps them decide if the case is a good bet.",1
"At one point last year as juries ruled against the company, Bayer’s market value had fallen below what it paid for Monsanto.",1
"Additionally, the Office serves the people directly by enforcing consumer protection, civil rights, and environmental protection laws.",0
"But by shifting the focus from the distant trial date to the initial Markman proceedings, at the time of the POPR, the proposed forward-looking perspective is only 3 months (not 15 months), which is more likely to be ascertainable.",1
Uber Technologies was previously sued by New York ad agency Uber Inc over its planned expansion into the advertising business.,1
"""After the town files litigation against Cove, I will refile this measure exactly as submitted to me by the Council and sign it upon Council approval.""",1
Louisiana local governments scored what they called an “extraordinary victory” this week as federal judges allowed them to use the state court system to seek billions of dollars from oil and gas companies for the state’s receding coastline.,1
5) Section 315 Estoppel Effects – The extent to which the accused defendants in the litigation will be estopped under 35 U.S.C.,1
"The Fifth Circuit’s decision focuses on two cases from Plaquemines and Cameron parishes, but has implications for the dozens of others that have been caught in legal limbo for years.",1
"Last week, CEO Chuck Robbins told analysts that the company was feeling the impacts of global supply chain issues and Russia’s invasion of Ukraine, but it’s increasingly unclear whether healthy software revenues can compensate for its sinking hardware business.",0
"By combining the two businesses, our brands will be able to offer unparalleled coverage across patent and trademark litigation in the United States.",1
"In district court litigation, an accused infringer will nearly always assert one or more counterclaims for patent invalidity.",1
"Esports leagues are funded in part by corporate sponsorships, and that includes entities like the Overwatch League and the Call of Duty League.",0
"To avoid a Caremark claim, directors should take care to document its deliberations and, in particular, note instances when management is challenged or questioned.",0
"If an officer or director discloses a personal interest prior to the transaction in question, and that transaction is approved by a majority of independent, disinterested directors, then the protection of the business judgment rule will apply to the transaction.",0
"“It’s not on our agenda...because Town Council can't take action for 10 days after the veto,"" he said.",0
Landisville officials have argued that Fire District No.,1
"Delaware law “fully protect[s]” directors who rely in good faith on corporate records, corporate officers, and outside experts to determine the value of the corporation’s assets and liabilities.",0
A trial in a lawsuit by the state of Washington is ongoing.,1
"It claimed damages of over $250 billion, more than five times Uber Technologies' current market capitalization.",1
"Similar litigation has been pending in Minneapolis federal court accusing Tyson, another JBS unit and other pork producers of conspiring to inflate pork prices by limiting supply.",1
"Citizens said its investigative unit began digging into the Strems firm in 2016, after seeing suspicious patterns in claims and claims litigation.",1
"In describing its investment process, a fund will often disclose the industry classifications and research services its adviser utilizes in making ESG-focused investing determinations, or, alternatively, the metrics and criteria the adviser has developed in-house.",0
"Plaintiffs’ lawyers are typically eager to take these cases, even on a contingency fee basis, because the D&O insurance policies are an enticing source of funds.",1
"Last week, a Multnomah County Circuit Court judge gave preliminary approval to the settlement, which stems from allegations that the metal casting facility emitted toxic metals and polluted nearby homes.",1
"He noted that at a 2021 hearing, Miami-Dade Circuit Judge Michael Hanzman, the same judge who is overseeing a $1 billion settlement in the Champlain Towers condominium collapse, questioned the sagacity of Citizens proceeding with the lawsuit.",1
"2, which is served by the Minotola fire company.",0
"In a regulatory filing, InterDigital said the licensing agreement runs through 2023, and covers royalties from the sale of some of Huawei’s 3G, 4G and 5G wireless telecommunications products.",0
"Friends of Finnell stated they filed the petition in response to concerns about ""inadequate light-blocking technology"" installed on a digital sign near Route 3 at 611 Pleasant St. by Cove Outdoor Advertising last summer.",1
Bullseye Glass settled that case for $6.5 million.,1
"To be clear, the authors do not suggest that these alternative factors should be the definitive guidelines promulgated by the USPTO.",0
"If that is not a practical possibility, when a suit is filed by an NPE in one of these jurisdictions, consider filing a motion to transfer venue to another district where, for example, your company’s headquarters is located.",1
"Jackson entered judgment for the plaintiff, ORP Surgical, ordered Howmedica Osteonics to pay $4.7 million in damages, and ordered Howmedica Osteonics to pay ORP Surgical’s attorney fees, as called for in the breached contract.",1
"§ 315(e)(2) with respect to the PTAB challenges as applied to the petitioner, its privies, and the RPIs in the PTAB proceeding.",1
"But in consideration of efficiency and notice to the district court or ITC, defendants should be encouraged to seek a stay if they so desire, and they should not be penalized by the PTAB for doing so.",1
"The Baltimore city government argues that the companies must help pay for the costs of climate change, because they misled the public about how their products contribute to global warming.",1
Hunt Club was torn down in 2013.,0
"Also, the Panel should disregard any district court or ITC invalidity allegations that would not have been permitted in the PTAB challenge.",1
All rights reserved.,0
"Co-lead plaintiffs Stephen Silverman and Dale Waters, represented by Robbins Geller and GPM, were competing against proposed lead plaintiff Richard Merritts.",1
"""Activision's response to this is currently taking a group of world-class developers and making them so mad and traumatized they're rendered unable to keep making a great game,"" he wrote.",0
"Prior to that role, which saw Llewellyn serve as Lyft’s first in-house litigator, she was an associate at Winston & Strawn in San Francisco.",1
It also published a story concerning a woman who had an indecent encounter with Blizzard employees at the Black Hat cybersecurity conference in 2015.,0
"FILE PHOTO: Chicken is pictured in New York March 11, 2015.",0
alleged infringement of United States Patent Nos.,1
"If the corporation was insolvent when these distributions to shareholders were made or was rendered insolvent by these distributions or other transactions, then the creditors may allege that the Ds&Os breached their fiduciary duties by effecting these distributions or that these distributions were fraudulent transfers.",1
"Both Kern County and the state have moved to dismiss Apothio’s case, arguing, in broad terms, that Apothio was growing an illegal marijuana crop for commercial distribution.",1
"The deal is currently slated to be closed in Microsoft's fiscal year ending June 30, 2023.",0
"(Reuters) - InterDigital Inc, a developer of digital mobile and video technology, said on Tuesday it has entered a worldwide patent licensing agreement with China’s Huawei Technologies Ltd, and that the companies have settled all litigation against each other.",1
"CHICAGO – S&C Electric Company, a designer and manufacturer of switching and control products for power transmission and distribution headquartered in Chicago, will pay $315,000 and furnish other relief to settle a disability discrimination lawsuit brought by the U.S.",1
"The case is Hedick v. Kraft Heinz Co., N.D. Ill., No.",1
"For its part, the private plaintiffs’ bar has initiated a number of actions asserting greenwashing claims, although the focus of these claims to date has not been ESG funds, but rather allegations that operating companies, including corporations in the oil and gas, mining, and consumer goods sectors, are making misleading claims about the climate-friendliness of their operations or the products they manufacture.",1
"The settlement is far less than what Citizens, Florida’s largest property insurer, had initially sought from attorney Scot Strems and his co-defendants.",1
§ 321(c).,0
"Until Thurston issues a decision on the defendants’ motions to dismiss, Roche Freedman will hold 80% of investors' funds in an escrow account.",1
"“I find Stryker’s purported excuses for terminating the joint contract for ‘cause’ to be flimsy and lacking in credibility,” Jackson said.",1
"According to an Uppercut Crit article, a source mentioned that ""any future all hands style meetings have been tabled in favor of smaller group 'discussion sessions.'""",0
5) Section 315 Estoppel Effects – The extent to which the accused defendants in the litigation will be estopped under 35 U.S.C.,1
"10 Apple Inc. v. Fintiv, Inc., IPR2020-00019, Paper 11 (PTAB March 20, 2020) (precedential, designated May 5, 2020).",1
"“The rise of litigation funding in the United States has provided individuals and smaller organizations access to the resources necessary to assert their legal rights against well-funded entities,” Roche’s statement said.",1
It’s the first time that small investors can put up as little as $100 to acquire a stake in the outcome of civil litigation.,1
"While the ruling itself is narrow, it clears a path for the parishes’ lawsuits to move toward discovery and trial.",1
"The civil settlement further requires Summit and Meadowlark to take concrete steps to prevent future discharges, including stringent pipeline installation, operation, and testing requirements; a centralized computational pipeline monitoring system; spill response planning and countermeasures; an environmental management system; and data management and training measures.",1
"Thus, it is prudent for directors considering a transaction during times of financial distress to document that their company is in fact solvent at the time of the transaction.",0
"J&J is now considering using Texas's “divisive merger” law, which allows a company to split into at least two entities.",0
The Attorney General’s Office plans to file a motion for preliminary injunction soon to immediately stop the Center for COVID Control’s unlawful conduct.,1
The consumer segment rose 1.8% to $1.3 billion.,0
"In light of these differences, as well as established securities law principles governing fund litigation, the types of theories recently asserted against operating companies will not be readily transportable to the ESG fund setting, as discussed below.",1
"However, for defendants, these cases often hold greater risk because the NPE is prepared to drive cases forward and hold out for higher settlements.",1
"From a securities liability perspective, it would be challenging for a shareholder-plaintiff to plausibly allege—at least based on typical fund litigation evidence like portfolio holdings or performance results—material misrepresentations in such process descriptions.",1
ESG investors are not “shopping” for a uniform type of product that can be compared and thus “labeled” based on a single component like grams of fat.,0
"Over 98% of shareholders voted ""Yes,"" garnering overwhelming support for the merger agreement.",0
"""We disagree with Cove,"" he said.",0
". . could not be ascribed to anything other than a knowing decision not to even try to make sure the corporation’s officers had developed and were implementing a prudent approach to ensuring law compliance.” Desimone v. Barrows, 924 A.2d 908, 935 (Del.",0
"Doing so would likely be even more difficult where the disclosures in question relate to the incorporation of ESG considerations in the investment process, rather than typical financial risks.",0
"Eargo Inc. (Eargo), a for-profit public corporation headquartered in California that sells and dispenses hearing aid devices directly to customers nationwide, has agreed to pay $34.37 million to resolve allegations that it submitted or caused the submission of claims for hearing aid devices for reimbursement to the Federal Employees Health Benefits Program (FEHBP) that contained unsupported hearing loss diagnosis codes.",1
"Others in the audience said the underlying cause of the lawsuit would have to be addressed, namely the dissolution of Fire District No.",1
“Billing the program for medical devices patients may not need raises costs across the board.,0
"Information is being distributed this week to about 6,000 Southeast Portland households that are eligible to file a claim for damages in the case.",1
The size of Tyson’s settlement with the same purchasers was not disclosed.,1
"Sales were essentially flat at $8.8 billion, a drop of 0.3% from the first quarter of 2021.",0
The criminal investigation was conducted by EPA’s Criminal Investigations Division.,0
What's next for Activision Blizzard and the lawsuit?,1
"For example, dispositive motions are statistically less likely to be successful.",1
Visit www.atg.wa.gov to learn more.,0
"This factor also neutralizes the impact of the district court’s or ITC’s Markman proceeding because the parties’ briefing, and the district court’s or ITC’s analysis, regarding claim construction under the common Phillips standard can be readily considered by the PTAB.",1
The dissolution and lawsuit have galvanized an ongoing opposition campaign against the then members of council.,1
"On July 29, The New York Times published its investigation into the lawsuit and subsequent walkout.",1
"The DFS’s own investigation into Strems, Contender Claims Consultants and another law firm appeared to be making progress in recent years, despite a lack of cooperation from defendants.",1
"Commercial litigation funders, Agee said, are effective gatekeepers precisely because they make sophisticated evaluations of litigation risk.",1
"The United States further alleged that between Feb. 1, 2021, and Sept. 22, 2021, Eargo continued to include these unsupported hearing loss-related diagnosis codes on claims and superbills — even after completing an internal review of its billing and coding practices in January 2021 — resulting in Eargo knowingly submitting or causing the submission of false claims for payment to the FEHBP.",1
"Using this initial research, the defendant can understand the plaintiff’s level of aggressiveness and the likelihood of early resolution, and categorize the NPE accordingly.",1
"After learning “he was being pushed out of the company he’d built, Mr. Pisor went to the home of someone he believed was a friend — someone he had hired and known for 15 years.",0
"That cost would be evident quickly, but private securities litigation tied to new climate disclosures represents a lurking threat that could materialize down the road.",1
"District courts routinely schedule multiple cases for trial in the same time frame, reasonably expecting that many of those cases will settle at some point before trial (like airlines who routinely overbook flights based on statistical cancellation rates).",1
"Most recently, EPA released a biological evaluation of glyphosate's potential effect on endangered species and critical habitats, finding it was ""likely to adversely affect"" 1,676 listed species and 759 critical habitats, the vast majority of the species and habitats the agency considered.",0
The company's stock closed down nearly 3% Tuesday and is down about 19% for the year so far.,0
"16 Id., Intervenors’ Mot.",1
"Landisville supporters maintain the plaintiffs have received what they need, and that outstanding property still belongs to the private Landisville company, rather than the dissolved public district.",1
Independent third-party audits are required to ensure that certain injunctive measures are properly developed and implemented.,1
"Co., Ltd. v. Canon Kabushiki Kaisha IPR2016-01357, Paper 19 (Sept. 6, 2017) (precedential, seven-APJ panel).",1
A large number of public companies also make substantial voluntary sustainability and corporate social responsibility disclosures—these go well beyond those required by SEC rules—on their websites and/or in stand-alone “corporate social responsibility” (CSR) or “corporate sustainability” reports.,0
"AmerisourceBergen will pay $6.1 billion, Cardinal Health will pay $6 billion and McKesson, $7.4 billion.",0
"The prospect of a surge in fresh lawsuits, fighting more than 20 trials a year and the accompanying unfavorable media coverage swayed Bayer to come to terms with claimants.",1
Quicken Loans is changing its name to Rocket Mortgage at the end of July.,0
Higher costs for raw materials and supply chain constraints added $215 million in expenses in the quarter.,0
"The claims were made by foodservice, institutional and retail buyers of chicken.",1
"The coastal cases will now move back to state court where—barring any successful rehearing petition or U.S. Supreme Court bid by industry lawyers—plaintiffs will push for a prompt trial date, said Talbot, Carmouche & Marcello APLC attorney John Carmouche, who represents the parishes.",1
"24See McKeown, District Court Trial Dates Tend to Slip After PTAB Discretionary Denials, Patents Post-Grant (July 24, 2020).",1
More information is available at www.eeoc.gov.,0
"“Summit’s negligence included the design, construction and operation of the Marmon Water Gathering System pipeline, as well as the negligent failure to find and stop the spill after learning of objective signs of a leak,” according to a factual admission signed by the company and filed in court.",1
"Commentary: The USPTO should have a strong interest in reevaluating an issued patent when it has been asserted frequently, including formally (e.g., in the U.S. district courts and the ITC) and informally (e.g., cease and desist letters, which indicate a likelihood of future formal assertion).",1
"The failure to preserve text messages “was either willful misconduct or gross negligence,” Jackson said.",0
"2, which is a separate municipal entity, meaning the borough does not have the power to end all legal action by itself.",1
The companies resolved that dispute in November.,1
He said it would remain in place until the board of directors sees that the changes have been implemented.,0
"“The EEOC found during its pre-suit investigation of this charge that the employee was terminated because of his disability, in violation of the ADA,” said Julianne Bowman, the district director of EEOC’s Chicago office.",0
"The growing ESG fund sector has also been the subject of recent public criticism from various quarters, particularly claims of greenwashing leveled against climate-focused funds, from media outlets including Time, USA Today, The Economist, Reclaim Finance, and Responsible Investor.",0
InterDigital said the companies have also ended more than 15 months of litigation in China and the United Kingdom.,1
"Last May, as reported by Wired, Kytch sued Taylor and its distributor TFG for theft of trade secrets alleging that both entities, in addition to a franchise owner, obtained a Kytch device and reverse-engineered it for its own benefit.",1
"The letter, which was published in full by IGN, notes the number of awful stories he's heard while being in the industry and that the lawsuit left him ""disgusted and repulsed — but not at all surprised.""",1
"Seyfarth should pay the other half for discovery misconduct by counsel that included “playing fast and loose” with discovery obligations, Jackson said.",1
"19See Quinn, USPTO Announces That PTAB Precedential Decisions Can Be Anonymously Nominated, IPWatchdog (Sept. 25, 2020).",0
Senior Trial Counsel Alicia J. Bentley of the Civil Division and Assistant U.S. Attorney Andrew Bobb of the Southern District of Texas handled the matter.,1
"While the authors propose that the Babcock-Train factors should be non-exhaustive, and thus do not suggest that the PTAB should be prohibited from considering other non-enumerated factors when raised by the parties and appropriate, a formal “catch-all” category should not be a discrete factor.",0
The federal civil case is being handled by Senior Attorney Laura A. Thoms and Trial Attorney Devon A. Ahearn of the Environmental Enforcement Section of ENRD.,1
"Aug. 31, 2020).",0
Id.,0
NFHA and its coplaintiffs argue that these differences in service offerings are a continuation of decades-old hurdles that have prevented communities of color from buying homes and creating generational wealth.,1
"This factor also neutralizes the impact of the district court’s or ITC’s Markman proceeding because the parties’ briefing, and the district court’s or ITC’s analysis, regarding claim construction under the common Phillips standard can be readily considered by the PTAB.",1
Baltimore was one of the first places to file a lawsuit seeking damages from fossil fuel companies.,1
"These categories closely track those published by the UK Investments Association and the Institute of International Finance; in contrast, some industry participants have suggested further breakdown of these categories with additional labels like “limiting ESG risk” and “seeking ESG opportunity,” or the inclusion of categories that identify funds that utilize “corporate engagement & shareholder action,” “norms-based screening,” and “sustainability themed/thematic investing.” Thus, even among ESG funds, there can be substantial variation in the types of disclosures made, given the variation in funds’ approaches to incorporating ESG principles in their investment processes and the funds’ ESG and investment goals.",0
"The spill, believed to be the largest inland spill in history, was visible in photographs taken by satellites orbiting the earth.",0
O'Sullivan told Newsweek that the Taylor suit is still in litigation.,1
"Significantly, as required by law, registered funds also regularly disclose their full portfolio holdings.",0
"480-2018-05212 against Activision Blizzard, Inc.",1
§ 42.100(b).,0
"In that case, Tyson Foods said it is cooperating with the investigation.",0
"I am sorry that we did not provide the right empathy and understanding,"" Kotick wrote.",0
"Robbins Geller Rudman & Dowd LLP and Glancy Prongay & Murray LLP will represent co-lead plaintiffs in consolidated shareholder derivative litigation against Kraft Heinz Co. , after a federal court said the firms could handle a complex and resource-intensive undertaking.",1
at S1326 (emphases added); see 153 Cong.,0
"McDonald's Corporation, in a previous statement reported by Wired, said the issue was with Kytch's technology.",0
"In other situations, such as when a board approves a stock-buyback transaction to purchase shares from the directors, the actual conflict of interest may trigger the entire-fairness standard (the most burdensome standard of review under Delaware law).",0
§ 42.100(b).,0
"He suggests that selecting an ESG fund should be more like selecting “fat-free” milk at a grocery store, where the grams of fat, an objective measurement, can easily be ascertained by looking at the nutrition facts on the carton.",0
"24See McKeown, District Court Trial Dates Tend to Slip After PTAB Discretionary Denials, Patents Post-Grant (July 24, 2020).",1
The settlement value could change as governments decline to join the deal take their cases to trial.,1
"C. §§ 102, 174.",0
"For J&J, that could create a new entity housing talc liabilities that would then file for bankruptcy to halt litigation, some of the people said.",1
He also said that the company’s board was made aware of the incident shortly afterward.,0
"Under the conditions of the 2019 DPA, Ericsson paid more than $1 billion to resolve a series of corruption probes, involving bribery in China, Vietnam and Djibouti, and agreed to cooperate with the department for ongoing investigations.",0
"In May 2021, the U.S. Court of Appeals for the Ninth Circuit in San Francisco upheld the Hardeman judgement.",1
"The case is In re Broiler Chicken Antitrust Litigation, U.S. District Court, Northern District of Illinois, No.",1
"Trust v. Ernst & Young, LLP, 906 A.2d 168, 191–192 (Del.",1
It also came to terms for up to $400 million to resolve lawsuits brought by land owners who say their crops were damaged by neighbors using Bayer’s dicamba-based weedkiller.,1
Some plaintiffs’ lawyers are cautiously optimistic.,1
Observers already have noted that the new regime would require companies to expend considerable resources to craft these disclosures.,0
"""Please consider how the measure will not help our efforts in any lengthy and costly legal battle,"" he stated.",1
6) Stage of the District Court or ITC Proceeding(s) – The prospective stage of the parallel district court or ITC litigation beyond Markman as of the scheduled date for the PTAB’s DI.,1
"Based on the outcome of that case, Preusch estimates residents affected by Precision Castparts pollution will receive about $3,500 apiece.",1
"Then, In September last year, DFS appeared to drop the pursuit of the records.",0
"“Bayer is not getting complete relief, but trying to do as much as it can to calm uncertainty,” said Adam Zimmerman, a law professor at Loyola Law School who has followed the litigation.",1
"MILWAUKEE – A Waukesha, Wisconsin construction and commercial real estate renovation company will pay $140,000 and furnish other relief to settle a lawsuit for racial harassment and retaliation brought by the U.S.",1
"While CEO Bobby Kotick didn't confirm whether the lawsuits impacted the company's decision to sell (he said in a VentureBeat interview that he doesn't think it affected the stock price and that the decision was based on resources), it's hard to see how the lawsuits didn't affect the value of the company, along with some lackluster games of late.",1
"""Going into the opioid litigation, that was recognized as being a big problem that we had to fix,"" he said.",1
"The U.S. District Court for the Northern District of Illinois said there was no clear winner among the competing proposed lead plaintiffs, so it looked to their proposed legal teams to resolve the draw.",1
"The energy supply challenges we are seeing underscore the need for effective, government-led policies to address critical needs such as energy security while decarbonising our energy system.",0
Agee said he’s also worried that crowdfunding may open the door to dubious suits.,1
The potential for divergent district court and ITC claim construction and invalidity determinations highlights the USPTO’s role of providing a uniform patentability analysis.,1
"Bankruptcy cases filed to resolve litigation, including those related to asbestos, often take years, and almost never fully repay creditors.",1
"“Even after the company learned of major drops in pressure and volume – objective signs of a leak – the company negligently continued operations and thus caused millions of additional gallons to be discharged into U.S. waters without learning the cause or pausing operations,” according to the Joint Factual Statement.",0
"The settlement highlights the increasing role technology is playing in the housing market, and the issues it can raise.",0
"UberRE Inc's lawsuit said it bought an ""Über"" trademark for real-estate services in 2017 and uses the name on software for booking travel accommodations.",1
A U.S. federal appeals court on Monday permanently blocked California from requiring a cancer warning on glyphosate-based Roundup.,1
"22 TC Heartland LLC v. Kraft Foods Group Brands LLC, 137 S. Ct. 1514 (2017).",1
A few smaller chicken producers previously reached similar settlements totaling $13 million.,1
The first that many companies hear about patent litigation filed by a non-practicing entity (“NPE”) is when they receive a complaint initiating litigation.,1
"21​​​​​​ SAS Institute Inc. v. Iancu, 138 S. Ct. 1348 (2018).",1
"Amazon is among the many businesses that have been sued under the Illinois law, which is recognized as one of the strictest in the U.S. addressing biometric privacy.",1
"“Had LifeLine known the foregoing facts it would never have invested in Ozy Media,” the lawsuit says.",1
"For prospective homebuyers, the online search portal and real estate brokerage Redfin is a go-to resource.",0
It is asserting violations of its rights under the U.S. and California constitutions.,1
"""We will stop at nothing to defend the strong reputation we have built over the last 36 years,"" he said.",0
"Chief Executive Mike Roman said 3M was doing this ""in response to feedback from our shareholders and to provide additional clarity on the strength of our underlying business performance.""",0
"As support for the idea that insiders knew more than they let on, the lawsuit points to the first quarter sale of 20.2 million Rocket shares by Rock Holdings Inc, which is majority owned by Quicken Loans founder Daniel Gilbert.",1
"Nearly 2 million people live and work in the coastal wetlands that act as a buffer against hurricane storm surge, according to Louisiana’s Coastal Protection and Restoration Authority, a state agency.",0
"The ILO tag was devised by Apothio’s lawyers at Roche Freedman, who worked with Republic and the blockchain platform developer Ava Labs to structure and implement the offering after first announcing the concept last December.",0
The coronavirus pandemic and a drop in demand led Lyft to furlough thousands of employees and reduce executive salaries.,0
"While directors and officers are permitted to pursue creative restructuring plans, they should carefully document the reasoning supporting such a decision.",0
"A letter from attorney Christian J. Hoey, representing the Lifestone defendants, claims Colonial was formed to “provide assistance to 1843 to eliminate its backlog of orders sold to customers,” and that neither Gregory Stefan, Jr., nor Gerald Stefan have any control over the company’s cash or finances, according to the motion.",1
"Similarly, the court documents state that male employees would get away with coming into work hungover and playing video games while delegating their work to female employees.",1
"""We take every allegation seriously and investigate all claims.",0
"More:Weymouth still battling controversial Route 3 billboard, says company violated agreement.",1
