Sentence,Label
"We will address the complaint through the legal process as appropriate, and out of respect for the family we have no further comment at this time.""",1
"While CEO Bobby Kotick didn't confirm whether the lawsuits impacted the company's decision to sell (he said in a VentureBeat interview that he doesn't think it affected the stock price and that the decision was based on resources), it's hard to see how the lawsuits didn't affect the value of the company, along with some lackluster games of late.",1
Kotick will be remaining as CEO until the deal is finalized.,0
The WSJ reports that Kotick will step down once the company is fully acquired.,0
She also said she was demoted for speaking out.,0
"They are asking for an apology from the company, a third-party review of the claims, and a victims' compensation fund in excess of $100 million.",1
Some reports claimed some of the employees moved cities just a couple weeks before the layoffs.,0
"Since then, the ABK Workers Alliance announced a work stoppage and set up a strike fund to support the laid-off devs and others who are participating.",0
"Spencer said he was ""disturbed and deeply troubled by the horrific events and action,"" and that he was ""evaluating all aspects of our relationship with Activision Blizzard.""",0
"In one example, Kotick intervened to limit disciplinary measures against Dan Bunting, co-studio head of Treyarch (he has since left the company).",0
Kotick also allegedly threatened an employee himself.,0
"The board of directors also released a statement saying it would be standing by Kotick and that it remains ""confident"" that he's addressing workplace change.",0
"""We have instituted our own Zero Tolerance Policy.",0
"Besides workers, many publications, including Polygon and Windows Central, called for Kotick's resignation.",0
"Later, it was revealed in a WSJ report that she was being paid less than her male counterparts even after being promoted and that she was sexually harassed during her time at the company.",0
He said it would remain in place until the board of directors sees that the changes have been implemented.,0
The potential ethics violation regards two DFEH lawyers who used to work with the EEOC on the case.,1
"480-2018-05212 against Activision Blizzard, Inc.",1
"These same attorneys then proceeded to represent DFEH in connection with these intervention proceedings, which seek to oppose the consent decree that arose out of the very investigation they helped to direct while at the EEOC.",1
"However, not too long after the announcement, Activision Blizzard revealed that it had agreed to settle with the EEOC and create an $18 million fund for the purpose of making amends to those affected.",1
The company also said it would be developing training programs and software to improve workplace practices.,0
"The Communication Workers of America (CWA), which previously had filed a complaint against ABK for allegedly using coercive tactics and intimidation, tweeted that the $18 million figure was a ""slap in the face to workers"" and that it was ""mere pennies"" compared to the company's full net worth.",1
The DFEH also argued that the settlement could impact its case against the company by allowing it to potentially destroy evidence.,1
"An Activision Blizzard spokesperson, meanwhile, said the amount was agreed on with the EEOC.",1
"They've been asked to hand over documents, such as minutes from board meetings, personnel files, separation agreements, and more.",0
"The DFEH expanded its lawsuit against the company, in a report from Axios.",1
"The documents allege that Activision Blizzard has been interfering with the investigation, including the shredding of documents related to the suit.",1
"Essentially, the state requires employees to maintain records related to a complaint if it's filed, but the amendment says Activision Blizzard did not produce documents, saying that they didn't exist or that they were confidential.",1
"The DFEH also says that human resources personnel documents related to the investigation ""were shredded ... thirty (30) days after an employee's separation.""",0
"Jen Oneal, previously the head of Vicarious Visions and executive vice president of development at Blizzard, and Mike Ybarra, who's most known for working at Xbox before joining Activision Blizzard in 2019, will co-lead the studio moving forward.",0
Brack was one of the names brought up in the lawsuit.,1
"Esports leagues are funded in part by corporate sponsorships, and that includes entities like the Overwatch League and the Call of Duty League.",0
"Later this week, Kellogg confirmed it would no longer advertise Cheez-It or Pringles in the Overwatch League.",0
"On July 28, Kotaku published an in-depth look into the Cosby Suite named in the lawsuit.",1
The room was reportedly a place filled with booze where people could go for parties.,0
"On July 29, The New York Times published its investigation into the lawsuit and subsequent walkout.",1
"One former employee interviewed for the article said that she was paid less than a former boyfriend, who joined the company at the same time and performed similar tasks.",0
"She also said that she denied drugs from her manager, which she alleges hurt her career.",1
Many reports emerged on July 30.,0
One source noted how men would often walk into the breastfeeding room and stare at the women using it.,0
"While a lot had been done to cut down on the company's drinking culture, many sources noted that it hadn't been enough, saying what was done was akin to ""putting lipstick"" on the problem.",0
It also published a story concerning a woman who had an indecent encounter with Blizzard employees at the Black Hat cybersecurity conference in 2015.,0
"On Aug. 6, Waypoint continued its reporting with an article concerning Blizzard's chief information officer, Derek Ingalls, and how he joked about sleeping with female assistants during a meeting.",0
"Hundreds of employees walked out on the job, many standing in protest in front of Blizzard Entertainment headquarters.",0
"The adoption of recruiting, interviewing, hiring, and promotion policies designed to improve representation among employees at all levels, agreed upon by employees in a company-wide Diversity, Equity & Inclusion organization.",0
"Publication of data on relative compensation (including equity grants and profit sharing), promotion rates, and salary ranges for employees of all genders and ethnicities at the company.",0
"Empower a company-wide Diversity, Equity, & Inclusion task force to hire a third party to audit ABK's reporting structure, HR department, and executive staff.",0
Multiple high-level executives were either fired or left the company following allegations of a toxic workplace environment and harassment.,0
"""We have stood by and watched as you fired only the most public offenders.",0
"Meanwhile, Jeff Strain, a former senior Blizzard employee who worked on StarCraft and Diablo and co-founder of ArenaNet and Undead Labs, wrote a letter to his employees giving them his endorsement to unionize.",0
"The letter, which was published in full by IGN, notes the number of awful stories he's heard while being in the industry and that the lawsuit left him ""disgusted and repulsed — but not at all surprised.""",1
Wowhead reported that this includes references to former creative director Alex Afrasiabi.,0
"""Activision's response to this is currently taking a group of world-class developers and making them so mad and traumatized they're rendered unable to keep making a great game,"" he wrote.",0
What is the Activision Blizzard lawsuit?,1
"The crux of the suit, which came after a two-year investigation, alleges that the company had created a ""frat boy"" culture where female employees were subjected to pay disparities, sexual harassment, and retaliation when they came forward.",1
The suit claims that the DFEH attempted to contact Activision Blizzard about the allegations prior to filing.,1
"The DFEH also said in the court documents that efforts to mediate were made, but they were unsuccessful.",1
"The DFEH is seeking relief for all the affected female employees, including punitive damages and unpaid wages.",1
What claims are present in the lawsuit?,1
"Even when they do, they earn a smaller salary than their male counterparts and are offered fewer stock and incentive pay opportunities.",0
The suit begins with the claim that the company is only staffed by around 20% women.,1
"""Women were steered into the lower levels of Defendants' hierarchy and often had to work harder and longer to earn equal promotional and other opportunities as their male counterparts,"" the suit said.",1
"Similarly, the court documents state that male employees would get away with coming into work hungover and playing video games while delegating their work to female employees.",1
They would also get opportunities that their female employees were not privy to.,0
Sexual harassment was also rampant across the company.,0
"The suit lists several examples, including the pervasiveness of ""cube crawls,"" where male employees would drift from cubicle to cubicle harassing other employees.",1
"One person named in the lawsuit was Alex Afrasiabi, who was formerly the senior creative director on World of Warcraft.",1
The company's culture particularly targeted women of color.,0
The suit also claims that pregnancy discrimination occurred at the company.,1
"For example, one woman said that she was denied a promotion because ""they could not risk promoting her as she might get pregnant and like being a mom too much.""",0
"In one particularly heartbreaking example, a female employee died by suicide on a business trip after sexual harassment.",0
Source: Steven Simko / Wikimedia CommonsCEO Bobby Kotick.,0
"""We take every allegation seriously and investigate all claims.",0
Other responses from company leadership have been mixed.,0
"Former Blizzard President J. Allen Brack, who is named in the lawsuit, called the allegations ""extremely troubling"" in an internal email.",1
"On the other hand, Executive Vice President of Corporate Affairs Frances Townsend echoed the original company statement in her internal email.",0
"She said the lawsuit ""presented a distorted and untrue picture of our company, including factually incorrect, old, and out of context stories — some from more than a decade ago.""",1
"I am sorry that we did not provide the right empathy and understanding,"" Kotick wrote.",0
What's next for Activision Blizzard and the lawsuit?,1
It's unlikely that the case will go to trial.,1
"Based on company leadership's statements and internal emails, we expected an overview of hiring practices, or at least a statement breaking down how the company will do so, and that has happened.",0
"Activision Blizzard also hired a third-party law firm, WilmerHale, to review company policies.",0
"According to an Uppercut Crit article, a source mentioned that ""any future all hands style meetings have been tabled in favor of smaller group 'discussion sessions.'""",0
"So far, Afrasiabi references have been removed from World of Warcraft and Jesse McCree's name was changed in Overwatch, but we're sure to see other changes moving forward.",0
Don't expect the company to unionize.,0
They hope to mostly work with company leadership to fix the systemic problems named in the lawsuit and continue evolving their demands based on the responses.,1
They also noted that they expect to work with leadership no matter how long it takes to make sure demands are met.,0
"The Microsoft acquisition could represent a big change, so we'll be following to see how it all shakes out.",0
"Updated Aug. 24, 2021: Added information about amended lawsuit.",1
"Updated March 4, 2022: Posted information about a wrongful death suit.",1
"An Ericsson sign is seen at the third China International Import Expo (CIIE) in Shanghai, China November 5, 2020.",0
On Wednesday the U.S. Department of Justice said it was in breach of a 2019 deferred prosecution agreement (DPA) for failing to fully disclose details of its operations in Iraq.,1
"Under the conditions of the 2019 DPA, Ericsson paid more than $1 billion to resolve a series of corruption probes, involving bribery in China, Vietnam and Djibouti, and agreed to cooperate with the department for ongoing investigations.",0
"Ericsson said that an internal probe, which ended in 2019 but was only made public in February after media inquiries, had identified payments designed to circumvent Iraqi customs at a time when militant organisations, including Islamic State, controlled some routes.",0
"FRANKFURT/NEW YORK (Reuters) - Bayer AG, after more than a year of talks, agreed to pay as much as $10.9 billion to settle close to 100,000 U.S. lawsuits claiming that its widely-used weedkiller Roundup caused cancer, resolving litigation that has pummeled the company’s share price.",1
"The German drugs and pesticides maker has come to terms with about 75% of the 125,000 filed and unfiled claims overall, it said in a statement on Wednesday of the deal to end legal disputes it inherited with its $63 billion takeover of Monsanto in 2018.",1
"The settled cases over Roundup and other glyphosate-based weedkillers account for about 95% of those currently set for trial, it added.",1
"“Bayer is not getting complete relief, but trying to do as much as it can to calm uncertainty,” said Adam Zimmerman, a law professor at Loyola Law School who has followed the litigation.",1
A U.S. federal appeals court on Monday permanently blocked California from requiring a cancer warning on glyphosate-based Roundup.,1
That ruling is separate from the wider litigation over whether Roundup causes a type of blood cancer.,1
"The company, whose management in April regained shareholder support for its handling of the litigation, has denied claims that Roundup or its active ingredient glyphosate causes cancer, saying decades of independent studies have shown the product is safe for human use.",1
Bayer said it expects to maintain its investment grade credit ratings and intends to keep its dividend policy.,0
"The prospect of a surge in fresh lawsuits, fighting more than 20 trials a year and the accompanying unfavorable media coverage swayed Bayer to come to terms with claimants.",1
"“We are well aware of the negative impact high profile trials already have had on our business and reputation,” Baumann said.",1
"At one point last year as juries ruled against the company, Bayer’s market value had fallen below what it paid for Monsanto.",1
"As of April, the company had been sued by 52,500 U.S. plaintiffs who blame glyphosate-based weedkillers for their cancer, up from 48,600 in February.",1
Law firms had lined up tens of thousands of additional claimants with cases yet to serve.,1
"Bayer will continue to sell Roundup, which Monsanto first brought to the market in 1974.",0
Bayer has repeatedly said Roundup is safe and important to farmers who use the herbicide in combination with the company’s genetically modified seeds.,0
Potential future cases will be governed by a class agreement subject to court approval.,1
"Bayer and the plaintiffs are bound by the panel’s determination and no new lawsuits can be filed while the experts evaluate the science, a process expected to take about four years, Bayer said.",1
"Separately, Bayer agreed to resolve most cases in litigation over waste water contaminated with PCB, which Monsanto manufactured before 1977, for $820 million.",1
It also came to terms for up to $400 million to resolve lawsuits brought by land owners who say their crops were damaged by neighbors using Bayer’s dicamba-based weedkiller.,1
"A view shows a board with the logo of Shell at the company's fuel station near a business centre in Moscow, Russia March 9, 2022.",0
"The ClientEarth lawyers said they are seeking to hold the directors personally liable for what they consider to be a failure to adequately prepare for the global shift to a low-carbon economy, claiming an alleged breach of the directors' duties under the UK Companies Act.",1
ClientEarth said it had written to Shell notifying it of its claim and was waiting for it to respond before filing papers at the High Court of England and Wales.,1
"For the case to proceed, ClientEarth would then need permission from the court to do so.",1
"The energy supply challenges we are seeing underscore the need for effective, government-led policies to address critical needs such as energy security while decarbonising our energy system.",0
"Energy companies are facing a challenge to their business model as countries look to cut use of fossil fuels, a major cause of man-made global warming, and reach net-zero greenhouse gas emissions by mid-century.",0
The quality of the company's climate transition plan has already been challenged by a court in the Netherlands which last year ordered it to go further.,1
Shell is appealing the ruling.,1
ClientEarth said it was bringing the action as a shareholder in Shell on behalf of all stakeholders to help protect the long-term viability of the company.,1
"July 18 (Reuters) - Johnson & Johnson (JNJ.N) is exploring a plan to offload liabilities from widespread Baby Powder litigation into a newly created business that would then seek bankruptcy protection, according to seven people familiar with the matter.",1
"Plaintiffs’ lawyers would initially be unable to stop J&J from taking such a step, though could pursue legal avenues to challenge it later.",1
"J&J has not yet decided whether to pursue the bankruptcy plan and could ultimately abandon the idea, some of the people said.",0
The plaintiffs include women suffering from ovarian cancer and others battling mesothelioma.,1
"“Johnson & Johnson Consumer Inc. has not decided on any particular course of action in this litigation other than to continue to defend the safety of talc and litigate these cases in the tort system, as the pending trials demonstrate,” the J&J subsidiary housing the company’s talc products said in a statement provided to Reuters.",1
"Should J&J proceed, plaintiffs who have not settled could find themselves in protracted bankruptcy proceedings with a likely much smaller company.",1
Future payouts to plaintiffs would be dependent on how J&J decides to fund the entity housing its talc liabilities.,1
"J&J is now considering using Texas's “divisive merger” law, which allows a company to split into at least two entities.",0
"For J&J, that could create a new entity housing talc liabilities that would then file for bankruptcy to halt litigation, some of the people said.",1
"A bottle of Johnson and Johnson Baby Powder is seen in a photo illustration taken in New York, February 24, 2016.",0
"The company stopped selling Baby Powder in the U.S. and Canada in May 2020, in part due to what it called “misinformation” and “unfounded allegations” about the talc-based product.",0
"The blue-chip company, which boasts a roughly $443 billion market value, faces legal actions from more than 30,000 plaintiffs alleging its talc products were unsafe.",1
"In June, the U.S. Supreme Court declined to hear J&J’s appeal of a Missouri court ruling that resulted in $2 billion of damages awarded to women alleging the company’s talc caused their ovarian cancer.",1
"In 2017, Brawny paper towels manufacturer Georgia-Pacific used the Texas law to move asbestos liabilities to an entity that later filed for bankruptcy in North Carolina.",0
"Bankruptcy cases filed to resolve litigation, including those related to asbestos, often take years, and almost never fully repay creditors.",1
"J&J also faces litigation alleging it contributed to the U.S. opioid epidemic and recently recalled certain spray sunscreen products after discovering some of them contained low levels of benzene, another carcinogen.",1
The company in June agreed to pay $263 million to resolve opioid claims in New York.,1
"The court's decision in the case will have implications for a raft of similar cases brought by cities, counties and states across the country.",1
"The case was brought by the city of Baltimore against some of the biggest oil and gas companies in the world, and it hinges on alleged disinformation by the corporations.",1
"The Baltimore city government argues that the companies must help pay for the costs of climate change, because they misled the public about how their products contribute to global warming.",1
"Like many cities in the United States, Baltimore has borne enormous and escalating climate costs, including millions of dollars of damage from floods and expensive infrastructure upgrades to address dangerous heat waves and rising seas.",0
Baltimore was one of the first places to file a lawsuit seeking damages from fossil fuel companies.,1
"Since then, numerous cities, including Oakland, Calif., New York, N.Y., Annapolis, Md., Charleston, S.C. and Honolulu, Hawaii have pursued similar suits.",1
None of the cases has progressed far enough for a judge or jury to hear any substantive arguments about whether oil and gas companies should pay for the damages caused by burning fossil fuels.,1
"Instead, the fossil fuel companies have focused their defense on the narrow jurisdictional question of whether such lawsuits can proceed in state courts, where they were originally filed.",1
"The Supreme Court considered the jurisdiction question in the Baltimore case last year, and decided that a federal appeals court should decide where the Baltimore lawsuit is heard, paving the way for today's arguments before a three-judge panel for the Fourth Circuit Court of Appeals.",1
"The decision by the appeals court could affect the outcomes of other cases, especially the lawsuits brought by cities and counties that fall within the jurisdiction of the Fourth Circuit, such as Charleston, S.C. and Annapolis, Md.",1
"For example, if the appeals court finds that Baltimore's lawsuit can be tried in state court, that decision would also apply to the suits brought by those cities.",1
"In his statement on behalf of oil and gas companies, attorney Kannon Shanmugam argued that state court is the wrong place for the lawsuit because climate change is global in scope, and is regulated by the federal government and by international agreements.",1
"The National Association of Manufacturers, an industry group, made an even more sweeping argument in a brief filed in support of the companies, writing, ""state courts are not positioned to decide who, if anyone, is to be legally accountable for climate change, how energy policies should change to address it, and how local mitigation projects should be funded.""",1
"Karen Sokol, a law professor at Loyola University New Orleans who studies climate liability cases, says that argument doesn't hold water, because the allegations against the companies hinge on state laws that are meant to protect the public from misleading marketing.",1
"Baltimore is asking state courts to weigh in on what Sokol calls a ""long-standing, systematic deceptive marketing campaign designed to hide the catastrophic dangers,"" of fossil fuels.",1
"Cases about consumer protection, including landmark lawsuits involving alleged corporate misinformation campaigns by tobacco companies, have historically been tried in state court.",1
The appeals court is expected to announce its decision about jurisdiction later this year.,1
"Spurred by the Russia-OPEC dispute and the worldwide lockdown to prevent the spread of COVID-19, the price of oil has fallen to historical lows.",0
A deluge of bankruptcies in the oil sector appears inevitable.,0
"Plaintiffs’ lawyers are typically eager to take these cases, even on a contingency fee basis, because the D&O insurance policies are an enticing source of funds.",1
"Additionally, the bankruptcy trustee or, following confirmation of a bankruptcy plan, a litigation trustee (“Litigation Trustee”) has an obligation to maximize the value of estate assets, and will likely view claims against former directors and officers as an aspect of discharging that duty.",1
"In our view, breach of fiduciary duty claims are more dangerous when pursued by a Litigation Trustee than when pursued by shareholders in derivative litigation, for several reasons.",1
"First, a Litigation Trustee generally has access to all the bankrupt company’s documents and emails, without the need to engage in litigation discovery.",1
"Second, to the extent the Litigation Trustee needs additional discovery, it may have access to the more expansive discovery procedures provided by the bankruptcy court.",1
"For example, some courts have allowed trustees to take pre-suit, “fishing expedition” depositions under Bankruptcy Rule 2004.",0
"Third, the estate—not the Ds&Os—owns the attorney-client and work-product privileges, and often the litigation trust shares the privilege with the estate.",1
"Finally, unlike shareholder actions, a Litigation Trustee generally does not have to comply with Delaware requirements such as making a formal demand on the Board before bringing litigation.",1
"See Smith v. Van Gorkom, 488 A.2d 858, 872 (Del.",1
"1985), overruled on different grounds by Gantler v. Stephens, 965 A.2d 695 (Del.",1
"1984), overruled on different grounds by Brehm v. Eisner, 746 A.2d 244 (Del.",1
"To overcome this presumption, plaintiffs must show that the directors and officers acted in bad faith, were reckless, or made a decision in haste without adequate information or deliberation.",1
Id.,0
"; Brehm v. Eisner, 746 A.2d 244, 264 n.66 (Del.",1
"Another important defense for directors is appropriate reliance on management, accountants, counsel, and other advisors in reaching their challenged decision.",0
"To establish a breach of loyalty, a plaintiff must show that the officers or directors authorized a transaction when they either were self-interested (i.e., stand to obtain a unique benefit that is not available to shareholders) or lacked independence.",1
"See Cede & Co. v. Technicolor, Inc., 634 A.2d 345, 358 (Del.",1
"If an officer or director discloses a personal interest prior to the transaction in question, and that transaction is approved by a majority of independent, disinterested directors, then the protection of the business judgment rule will apply to the transaction.",0
"For this reason, it is important for boards to convene a special committee of independent directors to approve any transaction that raises, or may appear to raise, a conflict of interest.",0
"Finally, the duty of loyalty also requires directors to “make a good faith effort to implement an oversight system and then monitor it.” Marchand v. Barnhill, 212 A.3d 805, 820–21 (Del.",0
"Derivative Litig., 698 A.2d 959 (Del.",1
"To show a breach of directors’ Caremark duty to supervise management, a plaintiff must show that directors were so negligent that “their indolence .",1
". . could not be ascribed to anything other than a knowing decision not to even try to make sure the corporation’s officers had developed and were implementing a prudent approach to ensuring law compliance.” Desimone v. Barrows, 924 A.2d 908, 935 (Del.",0
"To avoid a Caremark claim, directors should take care to document its deliberations and, in particular, note instances when management is challenged or questioned.",0
"Of course, the company’s beneficiaries can change as its financial condition deteriorates.",0
"Rather, creditors only become beneficiaries to which duties are owed when a company is in fact insolvent.",0
Catholic Educ.,0
Litig.,1
"Trust v. Ernst & Young, LLP, 906 A.2d 168, 191–192 (Del.",1
Ch.,0
"So long as the company was not insolvent at the time of the transaction, creditors generally lack standing to challenge the board’s decision to approve transactions, including deals which in hindsight cause or exacerbate financial harm to the company.",0
"Thus, it is prudent for directors considering a transaction during times of financial distress to document that their company is in fact solvent at the time of the transaction.",0
Delaware courts require a director or officer to be more deliberate and informed the more complex or important a decision is.,1
"During these challenging times, Ds&Os must consider carefully how they can discharge their duty of care if they, or others in the company, are working remotely.",0
Future plaintiffs will undoubtedly scrutinize whether adequate information-sharing and discussion occurred before key decisions.,1
"Remote work may encourage people at all levels of an organization to send via email information that would have otherwise been shared in person, creating a potential treasure trove of problematic documents for future litigation.",1
"Finally, cybersecurity risks increase as employees share information in new ways that may not be adequately controlled by the company.",0
"However, certain types of decisions are more likely to be subject to future litigation and should be treated with particular care.",1
"First, as noted above, displaced shareholders often challenge restructure agreements that result in a change of control.",0
"While directors and officers are permitted to pursue creative restructuring plans, they should carefully document the reasoning supporting such a decision.",0
"Second, a Litigation Trustee may challenge investments in affiliated businesses that are not entirely owned and/or controlled by the primary company.",1
"If these affiliates don’t provide the expected return to the primary company, then a Litigation Trustee may allege that such payments breach the duties owed to the primary company’s shareholders.",1
"If the company creates new funding obligations to affiliates during this time, then the Ds&Os should be particularly careful to document the advantages of this arrangement to the primary company.",0
"If the corporation was insolvent when these distributions to shareholders were made or was rendered insolvent by these distributions or other transactions, then the creditors may allege that the Ds&Os breached their fiduciary duties by effecting these distributions or that these distributions were fraudulent transfers.",1
"Delaware law “fully protect[s]” directors who rely in good faith on corporate records, corporate officers, and outside experts to determine the value of the corporation’s assets and liabilities.",0
"For this reason, directors considering a dividend payment or stock buyback generally solicit a certification from the CFO or an outside expert.",0
"In certain situations, such as when a dividend distribution is part of the defensive measures against a hostile takeover, the potential conflict of interest may trigger enhanced scrutiny of the board’s actions.",0
"See, e.g., Reis v. Hazelett Strip-Casting Corp., 28 A.3d 442, 457 (Del.",1
"In other situations, such as when a board approves a stock-buyback transaction to purchase shares from the directors, the actual conflict of interest may trigger the entire-fairness standard (the most burdensome standard of review under Delaware law).",0
"C. §§ 102, 174.",0
The deal closed last week.,0
"Docket Navigator provides a vast, live dataset across patent and trademark litigation for the US market, alongside coverage of other practice areas such as antitrust.",1
The firm – which is led by CEO Darryl Towell and COO Amy Towell - has also built a strong research and analytics product for patent litigators looking to get a data-driven edge in their litigation research and strategy development.,1
"It does this by ingesting the gamut of litigation-related documents along with a team of ‘attorney editors’ who analyse, improve and summarise the data.",1
"By combining the two businesses, our brands will be able to offer unparalleled coverage across patent and trademark litigation in the United States.",1
It's going to be an exciting ride!,0
"Viatris, the drugmaker previously known as Mylan, announced on Monday that it had agreed to pay $264 million to settle a class-action lawsuit that alleged the company was involved in an illegal scheme to monopolize the market for epinephrine auto-injector devices known as EpiPens, which are used to treat severe allergic reactions.",1
"The proposed settlement, which needs to be approved by a judge, would resolve a legal battle that began after Mylan, in 2016, raised the price for a pack of two EpiPens to $608 from $100, the price since 2007, according to court documents.",1
"In the lawsuit, a group of plaintiffs made up of consumers, health insurance companies and other third-party payers alleged that by drastically raising the price of EpiPens, the drugmaker was “unlawfully exercising its monopoly power,” according to a complaint.",1
The Maplewood-based company also announced it will now report the impact of litigation-related expenses on its performance.,1
"Chief Executive Mike Roman said 3M was doing this ""in response to feedback from our shareholders and to provide additional clarity on the strength of our underlying business performance.""",0
"Sales were essentially flat at $8.8 billion, a drop of 0.3% from the first quarter of 2021.",0
"""We had a strong start to 2022, despite some of the macroeconomic and supply chain challenges,"" Roman said in an interview.",0
"Adjusted for PFAS-related commitments at the company's Belgium plant, earplug trial and other one-time legal expenses, 3M's earnings per share were $2.65, beating analyst expectations by 33 cents.",1
The total litigation adjustments amounted to 39 cents a share in the first quarter.,1
"Demand for 3M's personal protective gear, like its N95 respirators, is waning as the COVID-19 pandemic slows.",0
The business unit overall saw sales decline 1.4% to about $3 billion.,0
Higher costs for raw materials and supply chain constraints added $215 million in expenses in the quarter.,0
"""We called out inflation as on the horizon a year ago, February of 2021, and we've been managing it ever since,"" Roman said.",0
"And you leverage price as an important tool to help offset that inflation.""",0
"Scarola, who rates 3M stock a hold, said its recent price is ""much closer to fair value in a high inflation and energy cost environment.""",0
"It was buoyed by continued growth in automotive electrification, now a $400 million business.",0
The consumer segment rose 1.8% to $1.3 billion.,0
"Health care saw the largest gain in sales, up 2.6% to more than $2.1 billion.",0
The company's stock closed down nearly 3% Tuesday and is down about 19% for the year so far.,0
"Excluding the $164 million it is spending on PFAS contamination in Belgium, executives said the outlook for the year remains unchanged.",0
"""We still see opportunity, and we're well-positioned for growth.""",0
"– Tyson Foods, Inc. has reached an agreement in the broiler chicken antitrust civil price fixing litigation brought against the company, as well as many other poultry processors, to pay $221.5 million.",1
The settlement will be reflected in the company’s first-quarter financial statement.,1
Both companies did not admit liability as part of the settlements.,1
"The settlement relates to “In re Broiler Chicken Antitrust Litigation” that claims that as far back as Jan. 1, 2008, poultry processors conspired to fix prices by coordinating production.",1
"The claims were made by foodservice, institutional and retail buyers of chicken.",1
"“(Tyson Foods) believes that the settlements were in the best interests of the company and its shareholders in order to avoid the uncertainty, risk, expense and distraction of protracted litigation,” the company said in a filing with the US Securities and Exchange Commission.",1
"Other poultry processors named as defendants in the suit include Amick Farms, Case Farms, Claxton Poultry, Fieldale Farms, Foster Farms, George’s, Harrison Poultry, House of Raeford Farms, Koch Foods, Mar-Jac Poultry, Mountaire Farms, OK Foods, Peco Foods, Perdue Farms, Sanderson Farms, Simmons Foods and Wayne Farms.",1
"Amick Farms, Fieldale Farms, George’s, Peco Foods and Pilgrim’s Pride have all reached settlement agreements with the plaintiffs.",1
"The civil price fixing case is not related to another cased where a grand jury in the US District Court of Denver indicted four executives at Pilgrim’s Pride and Claxton Poultry, Claxton, Ga., for their alleged role in a conspiracy to fix prices.",1
"In that case, Tyson Foods said it is cooperating with the investigation.",0
